
(0) Date, (1) Northern_Hemisphere, (2) Beaufort_Sea, (3) Chukchi_Sea, (4) East_Siberian_Sea, (5) Laptev_Sea, (6) Kara_Sea, (7) Barents_Sea, (8) Greenland_Sea, (9) Baffin_Bay_Gulf_of_St._Lawrence, (10) Canadian_Archipelago, (11) Hudson_Bay, (12) Central_Arctic, (13) Bering_Sea, (14) Baltic_Sea, (15) Sea_of_Okhotsk, (16) Yellow_Sea, (17) Cook_Inlet
 2010285, 6442208.46,  776393.09,  316489.89,  573868.90,  372137.54,  185168.46,   25471.68,  294389.64,  106445.90,  632929.01,    2035.47, 3155683.67,      33.37,       0.00,       0.00,       0.00,       0.00
 2010286, 6663079.49,  789444.60,  320156.15,  585474.24,  419904.30,  336664.85,   17265.41,  293723.59,  102723.39,  637432.95,    2035.47, 3157059.33,      33.37,       0.00,       0.00,       0.00,       0.00
 2010287, 6732130.10,  800888.26,  300392.82,  574780.20,  477135.95,  342397.58,   21372.65,  301187.19,  111320.70,  635357.00,    2035.47, 3164067.07,      33.37,       0.00,       0.00,       0.00,       0.00
 2010288, 6788210.10,  810577.42,  280538.29,  606933.18,  512893.03,  351516.53,   21858.00,  302237.58,  104860.74,  625523.60,    2035.47, 3168041.06,      33.37,       0.00,       0.00,       0.00,       0.00
 2010289, 6973851.73,  816621.36,  278909.66,  689580.78,  586500.32,  339251.91,   27973.29,  318698.31,  106999.90,  629021.07,    3467.55, 3175632.39,      33.37,       0.00,       0.00,       0.00,       0.00
 2010290, 7048922.28,  831173.75,  284324.26,  723380.99,  611558.15,  323754.09,   31575.27,  322558.46,  109885.84,  622730.99,    3467.55, 3183317.70,      33.37,       0.00,       0.00,       0.00,       0.00
 2010291, 7239132.23,  845429.78,  312312.28,  760838.80,  682854.18,  314637.01,   47502.97,  325066.69,  118846.35,  635758.20,    3467.55, 3191223.21,      33.37,       0.00,       0.00,       0.00,       0.00
 2010292, 7375937.88,  840363.86,  318582.25,  819368.02,  720308.59,  318094.55,   57171.27,  346824.03,  115497.58,  638974.60,    3467.55, 3196090.38,      33.37,       0.00,       0.00,       0.00,       0.00
 2010293, 7482612.59,  838302.07,  351854.60,  846397.31,  748784.29,  324626.37,   42545.68,  350674.99,  125936.72,  652127.92,    3467.55, 3191609.06,    5124.18,       0.00,       0.00,       0.00,       0.00
 2010294, 7590720.90,  842054.70,  363352.57,  891169.39,  816053.24,  341748.53,   37487.52,  332211.50,  117686.22,  647377.90,    3483.14, 3191368.97,    5565.39,       0.00,       0.00,       0.00,       0.00
 2010295, 7638443.09,  849762.90,  371813.12,  912868.29,  832086.44,  359740.09,   34055.88,  330270.34,  117686.22,  640144.60,    3483.14, 3179804.84,    5565.39,       0.00,       0.00,       0.00,       0.00
 2010296, 7720062.32,  854885.26,  380138.65,  943034.52,  849181.02,  389836.67,   27740.01,  322485.65,  116150.46,  645515.48,    4007.12, 3178705.09,    7220.56,       0.00,       0.00,       0.00,       0.00
 2010297, 7736154.14,  855034.91,  383549.29,  944510.53,  866186.74,  393736.04,   22743.40,  316809.72,  114908.23,  648269.84,    4301.83, 3180149.12,    4792.67,       0.00,       0.00,       0.00,       0.00
 2010298, 7771253.81,  867758.41,  398119.34,  953791.77,  882313.38,  394879.49,   20293.98,  310668.99,  120095.95,  641098.19,    4301.83, 3172858.60,    3912.05,       0.00,       0.00,       0.00,       0.00
 2010299, 7843991.14,  876613.94,  416040.49,  970038.75,  892992.48,  390108.53,   20983.92,  320057.94,  136474.97,  645379.51,    4301.83, 3165924.90,    3912.05,       0.00,       0.00,       0.00,       0.00
 2010300, 8033690.94,  891930.64,  441587.61,  974543.17,  894038.49,  439686.98,   23809.45,  337304.53,  136580.96,  707963.19,    4318.97, 3176308.88,    4113.56,       0.00,     342.69,       0.00,       0.00
 2010301, 8074680.10,  918812.02,  442807.81,  977057.42,  897844.80,  428494.73,   26814.29,  344410.41,  134277.21,  704097.00,    4318.97, 3190127.36,    4113.56,       0.00,     342.69,       0.00,       0.00
 2010302, 8139777.64,  922860.88,  448379.39,  980497.54,  897844.80,  431110.42,   29259.87,  350204.80,  177585.22,  704218.57,    4318.97, 3187468.25,    4524.41,       0.00,     342.69,       0.00,       0.00
 2010303, 8210177.00,  913150.13,  454477.08,  986307.95,  897844.80,  434683.95,   33104.47,  355408.87,  206366.84,  725550.26,    5714.91, 3191222.36,    4840.87,       0.00,     342.69,       0.00,       0.00
 2010304, 8326904.79,  902734.12,  482319.22,  998559.95,  897844.80,  453312.94,   44692.53,  362832.65,  238141.66,  727061.44,    9743.95, 3201869.65,    6010.33,       0.00,     619.72,       0.00,       0.00
 2010305, 8506714.87,  938955.93,  518957.99, 1024622.92,  897844.80,  479342.43,   67670.19,  368441.59,  255802.65,  728194.56,    9743.95, 3208463.86,    6892.44,       0.00,     619.72,       0.00,       0.00
 2010306, 8732462.34,  986851.78,  562643.69, 1040087.59,  897844.80,  512677.26,   88116.23,  397107.03,  274779.68,  735375.10,    9149.28, 3219155.92,    6892.44,       0.00,     619.72,       0.00,       0.00
 2010307, 8903395.80, 1029320.14,  602739.76, 1056416.36,  897844.80,  542452.92,  111693.32,  400126.06,  277783.16,  739864.47,   14005.26, 3221088.80,    8279.20,       0.00,     619.72,       0.00,       0.00
 2010308, 8974110.59, 1033166.57,  611603.33, 1056515.35,  897844.80,  582036.46,  126504.94,  395077.24,  267509.32,  755835.98,   15511.22, 3218749.46,   11402.84,       0.00,    1191.25,       0.00,       0.00
 2010309, 9052792.51, 1038643.89,  618873.61, 1061155.17,  897844.80,  599985.01,  130413.87,  394365.07,  265430.40,  791858.25,   16292.13, 3221673.35,   11402.84,       0.00,    3692.29,       0.00,       0.00
 2010310, 9114558.67, 1039004.77,  640117.45, 1065106.20,  897844.80,  637637.95,  143585.15,  405137.46,  248401.25,  782541.81,   15056.10, 3221473.52,   12747.16,       0.00,    4743.21,       0.00,       0.00
 2010311, 9167214.66, 1021439.75,  666610.14, 1071565.25,  897844.80,  646465.20,  155573.45,  413220.44,  244825.25,  789193.01,   13640.49, 3226881.89,   13740.74,       0.00,    5052.42,       0.00,       0.00
 2010312, 9298306.93, 1006054.92,  678541.61, 1075811.83,  897844.80,  672123.20,  187073.95,  427883.83,  250323.24,  833499.29,   12743.00, 3233481.41,   15771.03,       0.00,    5992.98,       0.00,       0.00
 2010313, 9363916.34, 1007980.55,  691457.49, 1079127.44,  897844.80,  697591.39,  202722.05,  419794.29,  256210.72,  836141.60,   14158.67, 3233880.05,   16498.64,       0.00,    8813.01,       0.00,     533.82
 2010314, 9401218.50, 1010121.41,  693178.45, 1079127.44,  897844.80,  693036.68,  218217.74,  425665.67,  266099.94,  837260.20,   19338.78, 3234080.06,   16738.66,       0.00,    8813.01,       0.00,     533.82
 2010315, 9422816.81, 1019276.53,  698995.81, 1079837.01,  897844.80,  679937.21,  222728.24,  427040.48,  276957.88,  837384.37,   19338.78, 3234152.71,   18814.35,       0.00,    8813.01,       0.00,     533.82
 2010316, 9589280.49, 1058910.06,  709735.12, 1083109.55,  897844.80,  682177.95,  236519.98,  434901.72,  343989.67,  845611.95,   31190.96, 3235240.63,   19539.42,       0.00,    8813.01,       0.00,     533.82
 2010317, 9674421.68, 1068115.81,  735033.24, 1085359.07,  897844.80,  697708.75,  216286.54,  458689.26,  353785.22,  852954.85,   31190.96, 3240771.55,   24846.98,       0.00,   10138.99,       0.00,     533.82
 2010318, 9700499.22, 1070444.98,  742898.52, 1085704.66,  897844.80,  693423.96,  210019.08,  451038.67,  367942.86,  852954.85,   42290.86, 3241567.89,   30219.66,       0.00,   12452.80,       0.00,     533.82
 2010319, 9730434.50, 1070444.98,  743809.88, 1087137.23,  897844.80,  717915.01,  196481.53,  452286.32,  378556.49,  853179.44,   45045.36, 3241567.89,   31945.45,     151.21,   12373.28,       0.00,     533.82
 2010320, 9865683.83, 1070444.98,  766219.73, 1087137.23,  897844.80,  752913.12,  190125.45,  464064.35,  403422.87,  853179.44,   71574.03, 3241567.89,   43577.03,    3368.56,   18354.38,       0.00,     728.15
 2010321, 9891859.86, 1070444.98,  745762.12, 1087137.23,  897844.80,  758311.52,  196299.16,  457543.33,  437494.58,  853179.44,   82014.83, 3239826.74,   42912.42,    2530.48,   18668.26,       0.00,     728.15
 2010322, 9933319.66, 1070444.98,  712882.51, 1087102.62,  897844.80,  758592.47,  221729.55,  468250.61,  461780.25,  853179.44,   88008.14, 3242743.60,   42975.90,    2530.48,   23364.33,       0.00,     728.15
 2010323, 9961827.20, 1070444.98,  697860.01, 1087137.23,  897844.80,  767606.64,  244387.45,  457686.26,  468280.44,  853179.44,   95266.23, 3243468.00,   49980.42,    2530.48,   24010.99,       0.00,     982.01
 2010324,10047065.91, 1070444.98,  708279.74, 1087137.23,  897844.80,  761467.25,  276185.84,  466046.47,  474639.93,  853179.44,  124179.29, 3244608.36,   51172.27,    2530.48,   27092.88,       0.00,    1095.13
 2010325,10060656.77, 1070444.98,  690179.37, 1086169.55,  897844.80,  780575.74,  282800.07,  467773.19,  468474.69,  853179.44,  135379.32, 3244608.36,   51365.63,    2530.48,   27074.20,       0.00,    1095.13
 2010326,10157674.13, 1070444.98,  684389.94, 1084178.56,  897844.80,  818599.14,  307186.64,  484026.66,  480162.36,  853179.44,  143875.56, 3244608.36,   51365.63,    7813.91,   27741.21,       0.00,    1095.13
 2010327,10176094.29, 1070444.98,  663455.34, 1085805.52,  897844.80,  828237.73,  326843.66,  495602.37,  474120.50,  853179.44,  149499.62, 3247415.57,   45528.08,    9497.55,   26362.17,       0.00,    1095.13
 2010328,10179208.84, 1070444.98,  674348.50, 1087137.23,  897844.80,  837287.05,  343939.34,  487002.38,  447349.00,  853179.44,  149615.78, 3247415.57,   45528.08,    9497.55,   26362.17,       0.00,    1095.13
 2010329,10351215.08, 1070444.98,  701395.32, 1087137.23,  897844.80,  856519.83,  382795.50,  512925.98,  474316.45,  853179.44,  172128.90, 3247813.81,   53007.45,    8577.06,   30936.06,       0.00,    1030.44
 2010330,10399335.17, 1070444.98,  718150.35, 1087137.23,  897844.80,  866595.97,  395302.29,  497767.74,  491350.28,  853179.44,  174357.09, 3246275.44,   55891.88,    8577.06,   34268.36,       0.00,    1030.44
 2010331,10499749.56, 1070444.98,  736271.68, 1087137.23,  897844.80,  877138.33,  426151.78,  511829.87,  500907.32,  853179.44,  176292.09, 3246908.87,   59496.91,   17519.48,   36078.79,       0.00,    1386.17
 2010332,10578581.34, 1070444.98,  756838.94, 1087137.23,  897844.80,  887139.99,  439290.49,  518440.63,  499058.48,  853179.44,  184006.43, 3247234.59,   70228.28,   26776.34,   38268.38,       0.00,    1530.53
 2010333,10695716.13, 1070444.98,  808767.43, 1087137.23,  897844.80,  897509.09,  472616.74,  533100.00,  474283.56,  853179.44,  196623.17, 3247234.59,   85001.36,   28261.05,   41020.33,       0.00,    1530.53
 2010334,10769997.16, 1070444.98,  846589.26, 1087137.23,  897844.80,  914140.91,  481985.29,  540670.42,  446490.14,  853214.25,  212677.19, 3247813.87,   94393.03,   31022.05,   42881.39,       0.00,    1530.53
 2010335,10740896.47, 1070444.98,  806429.18, 1087137.23,  897844.80,  915063.35,  462021.15,  550553.37,  429015.84,  853214.25,  254168.33, 3247379.36,   86318.71,   35732.18,   42881.39,       0.00,    1530.53
 2010336,10843384.42, 1070444.98,  836903.59, 1087137.23,  897844.80,  886568.55,  473668.30,  564765.13,  449121.31,  853214.25,  280903.07, 3247831.85,   95498.48,   43485.45,   49945.13,       0.00,    4632.96
 2010337,10887647.76, 1070444.98,  837108.27, 1087137.23,  897844.80,  864618.91,  474514.47,  576216.55,  479502.67,  853214.25,  300236.26, 3247831.85,   97752.61,   43485.45,   51687.13,       0.00,    4632.96
 2010338,11037228.60, 1070444.98,  876009.41, 1087137.23,  897844.80,  875654.43,  509136.32,  571244.22,  501500.82,  853214.25,  337804.38, 3247831.85,  101019.39,   43485.45,   58590.03,       0.00,    4891.68
 2010339,11199847.96, 1070444.98,  896411.84, 1087137.23,  897844.80,  883322.93,  536553.74,  596844.76,  507301.62,  853214.25,  385816.06, 3247994.82,  122254.22,   43814.73,   63534.19,       0.00,    5439.28
 2010340,11294594.42, 1070444.98,  931418.66, 1087137.23,  897844.80,  890566.91,  519166.46,  591273.66,  527661.08,  853214.25,  437497.33, 3245840.79,  129609.69,   46752.66,   58759.66,       0.00,    5487.76
 2010341,11393514.05, 1070444.98,  950328.13, 1087137.23,  897844.80,  891838.35,  516386.68,  607090.50,  538052.29,  853214.25,  471976.11, 3244699.89,  144658.82,   47687.83,   64327.94,       0.00,    5907.77
 2010342,11430375.42, 1070444.98,  948654.36, 1087137.23,  897844.80,  892063.97,  505834.35,  612070.95,  552552.35,  853214.25,  500488.01, 3245822.72,  141721.30,   47444.59,   67255.29,       0.00,    5907.77
 2010343,11511444.66, 1070444.98,  953230.05, 1087137.23,  897844.80,  907132.37,  518335.33,  613398.28,  550271.87,  853214.25,  542191.12, 3247687.29,  146338.22,   45643.09,   70749.51,       0.00,    5907.77
 2010344,11660716.55, 1070444.98,  958142.20, 1087137.23,  897844.80,  919433.56,  519802.90,  623592.74,  557890.05,  853214.25,  640099.82, 3247976.73,  155713.17,   51733.56,   70024.62,       0.00,    5747.46
 2010345,11782312.81, 1070444.98,  965365.29, 1087137.23,  897844.80,  924412.09,  512471.18,  618207.78,  576389.47,  853214.25,  726716.51, 3247994.83,  160765.85,   55038.08,   78563.76,       0.00,    5828.20
 2010346,11879412.07, 1070444.98,  966006.16, 1087137.23,  897844.80,  928255.28,  522631.28,  621200.38,  594731.77,  853214.25,  771732.16, 3247994.83,  175329.55,   57515.88,   77610.70,       0.00,    5844.32
 2010347,11914379.03, 1070444.98,  962460.61, 1087137.23,  897844.80,  914804.49,  513787.23,  627429.56,  606451.62,  853214.25,  807894.82, 3247976.73,  179156.52,   59569.05,   78444.33,       0.00,    5844.32
 2010348,11996703.27, 1070444.98,  965264.03, 1087137.23,  897844.80,  892874.77,  533506.87,  643189.18,  611348.07,  853214.25,  861101.27, 3247868.12,  172034.63,   69073.63,   82090.92,       0.00,    7792.02
 2010349,12053173.54, 1070444.98,  966006.16, 1087137.23,  897844.80,  890833.57,  537983.23,  630626.65,  626512.45,  853214.25,  888809.63, 3247868.12,  178180.86,   76849.48,   87545.24,    4211.23,    7187.15
 2010350,12206478.43, 1070444.98,  966006.16, 1087137.23,  897844.80,  904683.06,  537264.85,  654585.08,  641405.88,  853214.25,  880250.55, 3243394.97,  219385.08,   84377.51,  152540.07,    3522.62,    7187.15
 2010351,12218181.99, 1070444.98,  966006.16, 1087137.23,  897844.80,  914419.98,  535000.44,  670775.69,  621399.79,  853214.25,  858829.10, 3243992.45,  217521.48,   82167.33,  187621.61,    1950.24,    6622.28
 2010352,12232135.18, 1070444.98,  966006.16, 1087137.23,  897844.80,  921812.73,  551669.17,  668541.45,  618120.75,  853214.25,  821472.43, 3238340.11,  217121.93,   78840.97,  229516.36,    1950.24,    6622.28
 2010353,12191271.34, 1070444.98,  964042.70, 1087137.23,  897844.80,  932870.72,  557620.11,  607502.90,  627088.31,  853214.25,  800961.00, 3240623.67,  206945.74,   82058.78,  250222.59,    2898.47,    6283.42
 2010354,12191774.62, 1070444.98,  958176.23, 1087137.23,  897844.80,  934969.38,  556701.41,  587771.18,  629443.96,  853214.25,  796747.25, 3242054.82,  198835.58,   86236.29,  279545.30,    2856.87,    6283.42
 2010355,12185103.89, 1070444.98,  955541.51, 1087137.23,  897844.80,  934093.01,  574374.35,  578978.49,  631485.07,  853214.25,  763306.14, 3243341.04,  201747.29,   94679.04,  284174.01,    2856.87,    6283.42
 2010356,12257117.73, 1070444.98,  964316.90, 1087137.23,  897844.80,  934936.75,  607130.19,  579646.54,  630041.41,  853214.25,  767478.68, 3244808.30,  219968.61,  100363.17,  283712.07,    2856.87,    7525.63
 2010357,12338348.90, 1070444.98,  966006.16, 1087137.23,  897844.80,  934936.75,  646629.17,  601184.03,  627745.07,  853214.25,  786165.27, 3245605.17,  242166.03,  109293.60,  253729.55,    2856.87,    7493.72
 2010358,12460338.15, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  665152.68,  606632.81,  611960.38,  853214.25,  838723.89, 3245605.17,  245305.17,  128394.84,  285022.07,   12274.92,    5894.97
 2010359,12518538.73, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  682358.64,  600289.68,  626834.18,  853214.25,  862383.23, 3247832.07,  258786.66,  143104.26,  265220.19,   10463.61,    5894.97
 2010360,12533460.11, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  678308.69,  618964.04,  636847.02,  853214.25,  876365.25, 3248012.93,  289146.58,  147090.14,  203466.83,   12087.71,    7799.66
 2010361,12513486.87, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  668459.15,  613424.99,  624327.10,  853214.25,  886205.03, 3248012.93,  320340.62,  146667.42,  170363.14,   12576.90,    7799.66
 2010362,12582914.94, 1070444.98,  966006.16, 1087137.23,  897844.80,  934555.71,  673744.23,  615600.54,  633777.32,  853214.25,  911185.28, 3248012.93,  356497.12,  142861.35,  165963.63,   12812.04,    7528.50
 2010363,12656605.26, 1070444.98,  966006.16, 1087137.23,  897844.80,  934746.12,  682041.15,  592431.84,  642716.88,  853214.25,  913422.54, 3247958.60,  403847.71,  133610.53,  208446.28,   12812.04,    7912.25
 2010364,12700558.83, 1070444.98,  966006.16, 1087137.23,  897844.80,  934746.12,  668770.62,  564738.18,  647702.15,  853214.25,  935015.57, 3246401.29,  436977.87,  138743.48,  230267.23,   12319.13,    8217.89
 2010365,12873153.74, 1070444.98,  966006.16, 1087137.23,  897844.80,  934261.18,  667876.46,  605465.84,  677558.55,  853214.25,  949420.89, 3247487.69,  479498.35,  177723.96,  231116.22,   18075.58,    8009.73
